Address,Minted (W3API),Spending Proposal,Payment Proposal
"0xB1B7586656116D546033e3bAFF69BFcD6592225E",27.14,"../spending-proposals/001-dorg-october-services.md","https://client.aragon.org/#/w3api/0x5f78d0668ba666b4ed9674b313419d9db6cd48a6/vote/26/"
